,Trajectory,Drug,Disease list,Disease Consensus Name List,PubMed count,PubMed count avg
416,335,Oxiconazole,"['B36', 'C15', 'C23', 'C32', 'C51', 'C52', 'C69', 'C76', 'D03', 'D31', 'D46', 'D59', 'D89', 'E20', 'E46', 'E53', 'E72', 'F05', 'F09', 'G12', 'G24', 'G31', 'G90', 'H01', 'H21', 'H31', 'H49', 'H57', 'I06', 'I22', 'I33', 'I81', 'J11', 'J12', 'K06', 'K14', 'K41', 'K46', 'L08', 'L24', 'L53', 'L82', 'L84', 'L85', 'M00', 'M11', 'N32', 'N36']","['superficial mycoses', 'malignant neoplasm of oesophagus', 'malignant neoplasm of gallbladder', 'malignant neoplasm of larynx', 'malignant neoplasm of vulva', 'malignant neoplasm of vagina', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'melanoma in situ', 'benign neoplasm of eye and adnexa', 'myelodysplastic syndromes', 'acquired haemolytic anaemia', 'disorders involving the immune mechanism', 'hypoparathyroidism', 'protein-energy malnutrition', 'deficiency of b group vitamins', 'disorders of amino-acid metabolism', 'delirium', 'organic or symptomatic mental disorder', 'spinal muscular atrophy and related syndromes', 'dystonia', 'degenerative diseases of nervous system', 'disorders of autonomic nervous system', 'inflammation of eyelid', 'disorders of iris and ciliary body', 'disorders of choroid', 'paralytic strabismus', 'disorders of eye and adnexa', 'rheumatic aortic valve diseases', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'portal vein thrombosis', 'influenza virus', 'viral pneumonia', 'disorders of gingiva and edentulous alveolar ridge', 'diseases of tongue', 'femoral hernia', 'abdominal hernia', 'local infections of skin and subcutaneous tissue', 'irritant contact dermatitis', 'erythematous conditions', 'seborrhoeic keratosis', 'corns and callosities', 'epidermal thickening', 'pyogenic arthritis', 'crystal arthropathies', 'disorders of bladder', 'disorders of urethra']","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0]",0.3404255319148936
417,185,Rivastigmine,"['F17', 'G45', 'J38', 'J40', 'J43', 'J98']","['mental and behavioural disorders due to use of tobacco', 'transient cerebral ischaemic attacks and related syndromes', 'diseases of vocal cords and larynx', 'bronchitis', 'emphysema', 'respiratory disorders']","[3, 38, 0, 0, 0, 14]",9.166666666666666
418,372,Ospemifene,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']","[0, 0, 2, 0, 0, 0, 1, 2, 0]",0.5555555555555556
419,425,Amlodipine,"['F31', 'A49', 'E11', 'E53', 'G51', 'I12', 'I13', 'I62', 'K72', 'N08', 'N10']","['bipolar affective disorder', 'bacterial infection of site', 'non-insulin-dependent diabetes mellitus', 'deficiency of b group vitamins', 'facial nerve disorders', 'hypertensive renal disease', 'hypertensive heart and renal disease', 'nontraumatic intracranial haemorrhage', 'hepatic failure', 'glomerular disorders in diseases classified elsewhere', 'acute tubulo-interstitial nephritis']","[2, 0, 263, 0, 5, 13, 1744, 0, 25, 0, 0]",186.54545454545453
420,433,Glutethimide,"['I21', 'I46']","['acute myocardial infarction', 'cardiac arrest']","[1, 3]",2.0
421,44,Drotaverine,"['F11', 'F13', 'F19']","['mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 4, 0]",1.3333333333333333
422,395,Bismuth Subsalicylate,"['I84', 'K60', 'K64']","['haemorrhoids', 'fissure and fistula of anal and rectal regions', 'haemorrhoids and perianal venous thrombosis']","[1, 1, 1]",1.0
423,296,Silver,"['I12', 'N18', 'N25']","['hypertensive renal disease', 'chronic renal failure', 'disorders resulting from impaired renal tubular function']","[0, 237, 5]",80.66666666666667
424,65_103,Sulfadiazine,"['B18', 'F10', 'F11', 'F12', 'F13', 'F14', 'F19']","['chronic viral hepatitis', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of opioids', 'mental and behavioural disorders due to use of cannabinoids', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'mental and behavioural disorders due to use of cocaine', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances']","[0, 2, 1, 0, 32, 1, 3]",5.571428571428571
425,382,Mifepristone,"['G93', 'I46']","['disorders of brain', 'cardiac arrest']","[318, 8]",163.0
426,120,Nitroglycerin,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[2, 72]",37.0
427,279,Drospirenone,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']","[102, 0, 1, 1, 0, 4, 1, 0, 3, 0, 0, 0, 0]",8.615384615384615
428,123,Tolmetin,"['F33', 'F40', 'F42']","['recurrent depressive disorder', 'phobic anxiety disorders', 'obsessive-compulsive disorder']","[0, 0]",0.0
429,243,Methylprednisolone,"['A04', 'K80', 'K81', 'K82', 'D72']","['bacterial intestinal infections', 'cholelithiasis', 'cholecystitis', 'diseases of gallbladder', 'disorders of white blood cells']","[24, 10, 24, 16, 706]",156.0
430,354,Vinorelbine,"['L72', 'N92', 'D21', 'D23', 'D72', 'E65', 'K35', 'L50', 'M84', 'N35', 'N87', 'N94']","['follicular cysts of skin and subcutaneous tissue', 'excessive, frequent and irregular menstruation', 'benign neoplasms of connective and soft tissue', 'benign neoplasms of skin', 'disorders of white blood cells', 'localised adiposity', 'acute appendicitis', 'urticaria', 'disorders of continuity of bone', 'urethral stricture', 'dysplasia of cervix uteri', 'pain and conditions associated with female genital organs and menstrual cycle']","[10, 5, 69, 95, 20, 0, 0, 1, 26, 0, 0, 0]",18.833333333333332
431,358,Oxamniquine,"['L25', 'D53', 'N39', 'N76']","['contact dermatitis', 'nutritional anaemias', 'disorders of urinary system', 'inflammation of vagina and vulva']","[0, 1, 1, 0]",0.5
432,60,Quinidine barbiturate,"['M41', 'M51', 'M54']","['scoliosis', 'intervertebral disk disorders', 'dorsalgia']","[0, 0, 0]",0.0
433,78,Insulin Pork,"['F32', 'F42', 'I95']","['depressive episode', 'obsessive-compulsive disorder', 'hypotension']","[0, 0, 6]",2.0
434,374,Catumaxomab,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']","[0, 0, 0, 0, 0, 0, 2]",0.2857142857142857
435,335,Paclitaxel,"['B36', 'C15', 'C23', 'C32', 'C51', 'C52', 'C69', 'C76', 'D03', 'D31', 'D46', 'D59', 'D89', 'E20', 'E46', 'E53', 'E72', 'F05', 'F09', 'G12', 'G24', 'G31', 'G90', 'H01', 'H21', 'H31', 'H49', 'H57', 'I06', 'I22', 'I33', 'I81', 'J11', 'J12', 'K06', 'K14', 'K41', 'K46', 'L08', 'L24', 'L53', 'L82', 'L84', 'L85', 'M00', 'M11', 'N32', 'N36']","['superficial mycoses', 'malignant neoplasm of oesophagus', 'malignant neoplasm of gallbladder', 'malignant neoplasm of larynx', 'malignant neoplasm of vulva', 'malignant neoplasm of vagina', 'malignant neoplasm of eye and adnexa', 'malignant neoplasm of ill-defined sites', 'melanoma in situ', 'benign neoplasm of eye and adnexa', 'myelodysplastic syndromes', 'acquired haemolytic anaemia', 'disorders involving the immune mechanism', 'hypoparathyroidism', 'protein-energy malnutrition', 'deficiency of b group vitamins', 'disorders of amino-acid metabolism', 'delirium', 'organic or symptomatic mental disorder', 'spinal muscular atrophy and related syndromes', 'dystonia', 'degenerative diseases of nervous system', 'disorders of autonomic nervous system', 'inflammation of eyelid', 'disorders of iris and ciliary body', 'disorders of choroid', 'paralytic strabismus', 'disorders of eye and adnexa', 'rheumatic aortic valve diseases', 'subsequent myocardial infarction', 'acute and subacute endocarditis', 'portal vein thrombosis', 'influenza virus', 'viral pneumonia', 'disorders of gingiva and edentulous alveolar ridge', 'diseases of tongue', 'femoral hernia', 'abdominal hernia', 'local infections of skin and subcutaneous tissue', 'irritant contact dermatitis', 'erythematous conditions', 'seborrhoeic keratosis', 'corns and callosities', 'epidermal thickening', 'pyogenic arthritis', 'crystal arthropathies', 'disorders of bladder', 'disorders of urethra']","[0, 952, 41, 105, 40, 147, 310, 0, 17, 295, 21, 0, 20, 0, 0, 0, 117, 5, 520, 302, 0, 6, 21, 2, 18, 11, 0, 258, 0, 51, 0, 6, 11, 24, 3, 40, 0, 7, 131, 0, 96, 1, 0, 6, 4, 1, 237, 14]",80.0
436,114,Topiroxostat,"['N80', 'N84', 'N85', 'N88']","['endometriosis', 'polyp of female genital tract', 'noninflammatory disorders of uterus, except cervix', 'noninflammatory disorders of cervix uteri']","[0, 0, 0, 0]",0.0
437,352,Nisoldipine,"['K50', 'A02', 'B34', 'D52', 'D53', 'E07', 'E46', 'E72', 'F09', 'G60', 'G70', 'G83', 'G90', 'H49', 'H61', 'I10', 'I30', 'I99', 'J02', 'J04', 'J11', 'J30', 'J41', 'K20', 'K27', 'K30', 'K46', 'K73', 'K75', 'L08', 'L28', 'L29', 'L50', 'L82', 'L85', 'M00', 'M34', 'M40', 'M46', 'N12']","[""crohn's disease [regional enteritis]"", 'salmonella infections', 'viral infection of site', 'folate deficiency anaemia', 'nutritional anaemias', 'disorders of thyroid', 'protein-energy malnutrition', 'disorders of amino-acid metabolism', 'organic or symptomatic mental disorder', 'hereditary and idiopathic neuropathy', 'myasthenia gravis and myoneural disorders', 'paralytic syndromes', 'disorders of autonomic nervous system', 'paralytic strabismus', 'disorders of external ear', 'essential (primary) hypertension', 'acute pericarditis', 'disorders of circulatory system', 'acute pharyngitis', 'acute laryngitis and tracheitis', 'influenza virus', 'vasomotor and allergic rhinitis', 'simple and mucopurulent chronic bronchitis', 'oesophagitis', 'acute with perforation', 'dyspepsia', 'abdominal hernia', 'chronic hepatitis', 'inflammatory liver diseases', 'local infections of skin and subcutaneous tissue', 'lichen simplex chronicus and prurigo', 'pruritus', 'urticaria', 'seborrhoeic keratosis', 'epidermal thickening', 'pyogenic arthritis', 'systemic sclerosis', 'kyphosis and lordosis', 'inflammatory spondylopathies', 'tubulo-interstitial nephritis']","[0, 0, 0, 0, 0, 0, 0, 6, 30, 0, 5, 0, 1, 0, 0, 3, 0, 0, 2, 8, 0, 2, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.5526315789473684
438,279,Apixaban,"['F06', 'F48', 'F32', 'F40', 'F44', 'D16', 'F11', 'F22', 'F51', 'J00', 'J37', 'L28', 'N89']","['mental disorders due to brain damage and dysfunction and to physical disease', 'neurotic disorders', 'depressive episode', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'benign neoplasm of bone and articular cartilage', 'mental and behavioural disorders due to use of opioids', 'persistent delusional disorders', 'sleep disorders', 'acute nasopharyngitis [common cold]', 'chronic laryngitis and laryngotracheitis', 'lichen simplex chronicus and prurigo', 'noninflammatory disorders of vagina']","[376, 0, 0, 0, 0, 6, 1, 0, 3, 2, 0, 0, 0]",29.846153846153847
439,344,Phenelzine,"['C38', 'C78', 'D61', 'D70', 'C80']","['malignant neoplasm of heart, mediastinum and pleura', 'secondary malignant neoplasm of respiratory and digestive organs', 'aplastic anaemias', 'agranulocytosis', 'malignant neoplasm']","[0, 1, 0, 0, 28]",5.8
440,253_254_345,Pilocarpine,"['C53', 'C54', 'C55']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part']","[0, 0, 0]",0.0
441,210,Drostanolone,"['I67', 'I72']","['cerebrovascular diseases', 'aneurysm']","[0, 0]",0.0
442,387,Disopyramide,"['H40', 'H47']","['glaucoma', 'disorders of optic [2nd] nerve and visual pathways']","[4, 0]",2.0
443,184,Losartan,"['F48', 'G25', 'G47']","['neurotic disorders', 'extrapyramidal and movement disorders', 'sleep disorders']","[0, 16, 22]",12.666666666666666
444,374,Dicyclomine,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']","[0, 9, 0, 0, 1, 0, 14]",3.4285714285714284
445,78,Clopidogrel,"['F32', 'F42', 'I95']","['depressive episode', 'obsessive-compulsive disorder', 'hypotension']","[6, 0, 307]",104.33333333333333
446,12,Diflorasone,"['D64', 'D69', 'D70']","['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']","[0, 2, 0]",0.6666666666666666
447,12,Oxymetazoline,"['D64', 'D69', 'D70']","['anaemias', 'purpura and haemorrhagic conditions', 'agranulocytosis']","[0, 46, 0]",15.333333333333334
448,40,Calcipotriol,"['E66', 'E78', 'F17', 'I10', 'K76', 'K80']","['obesity', 'disorders of lipoprotein metabolism and lipidaemias', 'mental and behavioural disorders due to use of tobacco', 'essential (primary) hypertension', 'diseases of liver', 'cholelithiasis']","[16, 3, 0, 0, 22, 0]",6.833333333333333
449,433,Tasosartan,"['I21', 'I46']","['acute myocardial infarction', 'cardiac arrest']","[0, 0]",0.0
450,1,L-Tryptophan,"['K56', 'K59', 'K60']","['paralytic ileus and intestinal obstruction without hernia', 'functional intestinal disorders', 'fissure and fistula of anal and rectal regions']","[2, 1382, 30]",471.3333333333333
451,426,Butalbital,"['E79', 'M10']","['disorders of purine and pyrimidine metabolism', 'gout']","[46, 0]",23.0
452,119,Oxcarbazepine,"['E78', 'E79', 'I21', 'I25', 'I63']","['disorders of lipoprotein metabolism and lipidaemias', 'disorders of purine and pyrimidine metabolism', 'acute myocardial infarction', 'chronic ischaemic heart disease', 'cerebral infarction']","[1, 37, 0, 1, 1]",8.0
453,411,Drostanolone,"['G95', 'M41', 'M42', 'M43', 'M48', 'M62', 'G54', 'M47', 'M51', 'M54', 'M93', 'M96']","['diseases of spinal cord', 'scoliosis', 'spinal osteochondrosis', 'deforming dorsopathies', 'spondylopathies', 'disorders of muscle', 'nerve root and plexus disorders', 'spondylosis', 'intervertebral disk disorders', 'dorsalgia', 'osteochondropathies', 'postprocedural musculoskeletal disorders']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0
454,176,Fusidic Acid,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']","[0, 1, 3, 0, 43]",9.4
455,43,Levobupivacaine,"['E87', 'F10', 'F12']","['disorders of fluid, electrolyte and acid-base balance', 'mental and behavioural disorders due to use of alcohol', 'mental and behavioural disorders due to use of cannabinoids']","[4, 0, 0]",1.3333333333333333
456,120,Crisaborole,"['F31', 'F10', 'K70']","['bipolar affective disorder', 'mental and behavioural disorders due to use of alcohol', 'alcoholic liver disease']","[0, 0, 0]",0.0
457,179,Hydroxyzine,"['E13', 'E11', 'G63', 'L03', 'M86', 'N08']","['specified diabetes mellitus', 'non-insulin-dependent diabetes mellitus', 'polyneuropathy in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']","[0, 8, 0, 9, 1, 0]",3.0
458,423,Tripelennamine,"['H34', 'D31', 'H04', 'H11', 'H16', 'H25', 'H27', 'H44']","['retinal vascular occlusions', 'benign neoplasm of eye and adnexa', 'disorders of lachrymal system', 'disorders of conjunctiva', 'keratitis', 'senile cataract', 'disorders of lens', 'disorders of globe']","[1, 0, 0, 0, 0, 0, 6]",1.0
459,255,Calcitriol,"['C67', 'C68']","['malignant neoplasm of bladder', 'malignant neoplasm of urinary organs']","[24, 4]",14.0
460,372,Sotalol,"['F32', 'F48', 'F19', 'F22', 'F40', 'F44', 'F51', 'L29', 'L82']","['depressive episode', 'neurotic disorders', 'mental and behavioural disorders due to multiple drug use and use of psychoactive substances', 'persistent delusional disorders', 'phobic anxiety disorders', 'dissociative [conversion] disorders', 'sleep disorders', 'pruritus', 'seborrhoeic keratosis']","[3, 0, 1, 0, 0, 0, 3, 1, 0]",0.8888888888888888
461,51,Rivastigmine,"['I10', 'N18']","['essential (primary) hypertension', 'chronic renal failure']","[1, 1]",1.0
462,18,Hyaluronidase,"['F84', 'G40', 'G41', 'G81', 'G91']","['pervasive developmental disorders', 'epilepsy', 'status epilepticus', 'hemiplegia', 'hydrocephalus']","[0, 5, 9]",4.666666666666667
463,364,Midostaurin,"['E14', 'E16', 'I79', 'L03', 'M86', 'N08']","['diabetes mellitus', 'disorders of pancreatic internal secretion', 'disorders of arteries, arterioles and capillaries in diseases classified elsewhere', 'cellulitis', 'osteomyelitis', 'glomerular disorders in diseases classified elsewhere']","[9, 1, 0, 1, 0, 0]",1.8333333333333333
464,176,Nitric Oxide,"['D53', 'F10', 'G62', 'I85', 'K74', 'F12']","['nutritional anaemias', 'mental and behavioural disorders due to use of alcohol', 'polyneuropathies', 'oesophageal varices', 'fibrosis and cirrhosis of liver', 'mental and behavioural disorders due to use of cannabinoids']","[34, 319, 47, 4887, 33]",1064.0
465,93,Propericiazine,"['K66', 'N73', 'N76', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'inflammation of vagina and vulva', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']","[0, 0, 1, 0, 0]",0.2
466,333,Moexipril,"['C53', 'C54', 'C55', 'N95']","['malignant neoplasm of cervix uteri', 'malignant neoplasm of corpus uteri', 'malignant neoplasm of uterus, part', 'menopausal and perimenopausal disorders']","[0, 0, 0, 14]",3.5
467,69,Artemether,"['K66', 'N73', 'N80', 'N94']","['disorders of peritoneum', 'female pelvic inflammatory diseases', 'endometriosis', 'pain and conditions associated with female genital organs and menstrual cycle']","[0, 0, 0]",0.0
468,374,Immune Globulin Human,"['H10', 'F13', 'F33', 'F41', 'F43', 'F45', 'K59']","['conjunctivitis', 'mental and behavioural disorders due to use of sedatives or hypnotics', 'recurrent depressive disorder', 'anxiety disorders', 'reaction to severe stress, and adjustment disorders', 'somatoform disorders', 'functional intestinal disorders']","[2263, 529, 15, 521, 240, 50, 24427]",4006.4285714285716
